yyyymm,RetEx,signal,signal_RSI,signal_macd
193309,-0.11364920348662454,1,1,0
193310,-0.08857957782299081,1,1,0
193311,0.1024952380952381,1,1,0
193312,0.0220255398110661,1,0,0
193401,0.105340594059406,1,0,0
193402,-0.0372221277230676,1,0,0
193403,-0.0011293680297396,1,1,0
193404,-0.0271017441860464,1,1,0
193405,-0.0813952836201403,0,1,0
193406,0.0206866545265348,0,1,0
193407,-0.1153135830784914,0,0,0
193408,0.0539891321044547,0,0,0
193409,-0.0056394808743169995,0,0,0
193410,-0.0320931318681317,0,0,0
193411,0.08265205259175161,0,1,1
193412,-0.004384538784066899,0,1,1
193501,-0.0422719298245613,0,1,0
193502,-0.039718772893772805,0,1,0
193503,-0.0310174485125857,0,1,0
193504,0.0955066410861863,0,1,1
193505,0.0322025862068965,0,1,1
193506,0.0677246868475992,0,1,1
193507,0.0829639540566959,1,1,1
193508,0.0215273164861613,0,1,1
193509,0.0236849234393404,0,0,1
193510,0.0748980442910556,0,0,1
193511,0.0391925093632956,0,0,1
193512,0.036940637065637,0,0,1
193601,0.06535827748821069,0,0,1
193602,0.0166048218029351,1,0,1
193603,0.0252628865979381,1,0,0
193604,-0.0772444146559427,0,0,0
193605,0.0455849673202615,0,0,0
193606,0.0303888888888888,0,0,0
193607,0.0679342991913746,0,0,1
193608,0.008666140904311401,0,0,0
193609,0.0011174484052534,0,0,0
193610,0.0748448209452424,0,0,1
193611,0.003975736006197933,0,0,0
193612,-0.0058870370370370005,0,1,0
193701,0.037693024835079594,0,1,0
193702,0.0144571648906339,0,1,0
193703,-0.0097141238253176,0,1,0
193704,-0.0836139880952381,0,0,0
193705,-0.0106885930208965,0,0,0
193706,-0.0531905289052891,0,0,0
193707,0.10236406926406921,0,1,1
193708,-0.055600912838633595,0,1,0
193709,-0.1424029717373232,0,1,0
193710,-0.1019108527131783,0,1,0
193711,-0.10120768608414231,0,1,0
193712,-0.050496707170716866,0,1,0
193801,0.013186808846761367,0,0,0
193802,0.06073782351106954,0,0,1
193803,-0.25050758377425036,0,0,0
193804,0.14110147058823522,0,0,1
193805,-0.04437156357388307,0,0,1
193806,0.24699177454153204,1,0,1
193807,0.07260602652825837,0,0,1
193808,-0.0274693548387097,0,1,1
193809,0.014858706467661733,1,1,1
193810,0.07593872549019604,1,1,1
193811,-0.03344259681093384,1,1,1
193812,0.0376812058130401,1,1,1
193901,-0.0689122066616199,1,0,0
193902,0.0324953252032519,1,0,0
193903,-0.1354580708661416,1,0,0
193904,-0.0054894808743169,1,0,0
193905,0.062246062271062205,1,0,0
193906,-0.0638181034482759,1,0,0
193907,0.10862228360957647,1,0,1
193908,-0.07147023809523806,1,1,0
193909,0.1644629397734049,1,1,1
193910,-0.014634600614439268,0,1,1
193911,-0.04914532995583267,0,1,0
193912,0.023737158469945466,0,1,1
194001,-0.03523651587937003,0,1,0
194002,0.006622337482710834,0,1,0
194003,0.009876161033250834,0,0,0
194004,-0.004914625850340167,0,0,0
194005,-0.239590607054963,0,0,0
194006,0.07650782092772396,0,0,0
194007,0.031020457581830235,0,0,0
194008,0.026205733722060465,0,0,1
194009,0.009428030303030332,0,0,1
194010,0.03938295809881173,0,0,1
194011,-0.042435439229843566,0,0,1
194012,-0.0028441878730755665,0,1,1
194101,-0.048220825456836765,1,0,0
194102,-0.014929063224098033,1,0,0
194103,0.003940591397849533,1,0,0
194104,-0.06534437751004014,1,0,0
194105,0.0042047887576081334,1,0,0
194106,0.053375935828876994,1,0,1
194107,0.054722335025380694,1,0,1
194108,-0.0087705085017644,1,0,1
194109,-0.009792071197411033,1,1,1
194110,-0.0687024509803921,1,1,0
194111,-0.042338596491228,1,1,0
194112,-0.0453299450549451,1,1,0
194201,0.0135839758342923,1,0,0
194202,-0.0251799564888384,1,0,0
194203,-0.06772870585952649,1,0,0
194204,-0.043962047440699,1,0,0
194205,0.0636603350739773,1,0,1
194206,0.0180965746421269,1,0,1
194207,0.0310086345381527,1,0,1
194208,0.0066926791277256,1,0,1
194209,0.026365467904099098,1,0,1
194210,0.0640901129943504,1,0,1
194211,-0.0141170912951168,1,1,1
194212,0.0513517940437748,1,1,1
194301,0.071331235073354,1,1,1
194302,0.050304154727793704,1,1,1
194303,0.0524106060606061,1,1,1
194304,0.0005468911917097999,1,1,1
194305,0.0445495973540407,1,0,1
194306,0.0195016652903937,1,0,1
194307,-0.054567678812415595,1,0,0
194308,0.0099573059360732,1,0,0
194309,0.023412146892655198,1,0,0
194310,-0.0135616997792493,1,0,0
194311,-0.0758200223713646,1,0,0
194312,0.0586669993950394,1,0,0
194401,0.0151074978577549,1,0,0
194402,-0.0028483122362867003,1,1,0
194403,0.016603807106598898,0,1,0
194404,-0.012795867997781301,0,1,0
194405,0.040121412524571805,0,1,1
194406,0.0506954790823212,0,1,1
194407,-0.0211178993323059,0,1,0
194408,0.0083379360083923,0,1,0
194409,-0.0034367914716588,0,1,0
194410,-0.0003166666666666,0,1,0
194411,0.0035956964006259,1,1,0
194412,0.0347573785398804,1,1,1
194501,0.0139905622489961,1,1,1
194502,0.061301744617669005,1,1,1
194503,-0.046470512820512795,1,0,0
194504,0.08765987292277609,1,0,1
194505,0.011138858939802399,0,0,1
194506,-0.0036477792582721,0,1,0
194507,-0.020370142602495502,0,1,0
194508,0.057664233742610205,0,1,1
194509,0.041591779497098705,0,1,1
194510,0.0300051155115511,0,1,1
194511,0.0321157657657659,0,1,1
194512,0.0095728039557882,0,1,1
194601,0.0693837941628265,0,0,1
194602,-0.0697835487345179,0,0,0
194603,0.045979629629629405,0,0,0
194604,0.03729395280236,0,0,0
194605,0.0220713930348258,0,0,0
194606,-0.039419899200556,0,0,0
194607,-0.0258185657442574,0,0,0
194608,-0.0732565330363772,0,0,0
194609,-0.10181816816816791,0,0,0
194610,-0.0083380570409981,0,0,0
194611,-0.0117721922731356,0,0,0
194612,0.0426281186094069,0,0,1
194701,0.023212745098039198,0,0,1
194702,-0.015003767560664,0,0,1
194703,-0.0171669583063296,0,1,1
194704,-0.0392092177543395,0,1,0
194705,-0.009232990397805101,0,1,0
194706,0.0522784890426761,0,1,1
194707,0.035610420775805195,0,1,1
194708,-0.0285437817258882,0,1,1
194709,-0.0143742384682332,0,1,1
194710,0.0204696944628282,0,1,1
194711,-0.0292825448260962,0,1,1
194712,0.019888786969090598,0,1,1
194801,-0.040677614379085,0,0,0
194802,-0.047804061719990895,0,0,0
194803,0.0763095238095238,0,1,1
194804,0.025691865605658698,0,1,1
194805,0.07733204134366921,1,1,1
194806,0.002162472538446,0,1,1
194807,-0.053999402628434695,0,0,0
194808,0.0066876445846478,0,0,0
194809,-0.0309646890002086,1,0,0
194810,0.0668523348396813,1,0,1
194811,-0.10917249093107599,1,0,0
194812,0.029541807909604503,1,0,0
194901,0.0003407894736843001,1,0,0
194902,-0.040396813403416595,1,0,0
194903,0.0291207592339261,1,0,1
194904,-0.0222233399734395,1,0,0
194905,-0.0382884328358208,0,0,0
194906,-0.0030891649048623996,0,0,0
194907,0.061296892655367204,1,1,1
194908,0.011101418439716399,1,1,1
194909,0.0227614213753831,1,1,1
194910,0.028650032092426,1,1,1
194911,0.0003468827930174,1,1,1
194912,0.042669883769199,1,0,1
195001,0.0164114359586317,1,0,1
195002,0.00903734115347,1,0,1
195003,0.0031317073170732002,1,0,1
195004,0.044154448621554,1,0,1
195005,0.0383249769415238,1,0,1
195006,-0.0589988019169328,1,0,0
195007,0.0075127002072734005,1,0,0
195008,0.0315112107623319,1,0,0
195009,0.0548341476655807,1,0,1
195010,0.0030214438731790997,1,0,1
195011,-0.0021573988735278,1,0,0
195012,0.0450135229796684,1,1,1
195101,0.0601278213294136,1,1,1
195102,0.005330193905817101,1,1,1
195103,-0.0195152905198777,1,1,0
195104,0.046905841121495304,1,1,1
195105,-0.041862330955565304,1,1,0
195106,-0.027230638166047,1,1,0
195107,0.06740229007633561,1,1,0
195108,0.0379357142857143,1,1,1
195109,-0.0022174398625429,1,1,0
195110,-0.015040856979077,1,1,0
195111,-0.003915518744551099,1,1,0
195112,0.0374569347319348,1,1,0
195201,0.0142575059598934,1,1,0
195202,-0.0377373515603424,1,1,0
195203,0.0463964101461735,1,1,1
195204,-0.0443940945151141,1,1,0
195205,0.021764422527158298,1,0,0
195206,0.0446855965353452,1,0,1
195207,0.0161198717948717,1,0,1
195208,-0.0160919291338581,1,1,0
195209,-0.0210015081901718,1,1,0
195210,-0.0022649959250203,1,1,0
195211,0.0449509923871671,1,1,1
195212,0.0337220901532865,1,1,1
195301,-0.008784255425919,1,1,1
195302,-0.019837269396007,1,1,0
195303,-0.0252271235521234,1,1,0
195304,-0.0283176848556741,1,1,0
195305,-0.0050493907392364,1,1,0
195306,-0.0180582518337407,1,0,0
195307,0.0235692626346313,1,1,1
195308,-0.0594777777777778,1,0,0
195309,-0.00020521726700969988,1,0,0
195310,0.049813597430406704,1,1,1
195311,0.0077649551752242,1,0,1
195312,0.0006860527732902002,1,0,1
195401,0.0502057033454253,1,0,1
195402,0.0018757157464213,1,0,1
195403,0.0293519917144678,1,0,1
195404,0.0481894394951745,1,0,1
195405,0.032275371549893704,1,0,1
195406,0.00015183281945870008,1,0,1
195407,0.056572201300924295,1,0,1
195408,-0.0347692573402417,1,0,0
195409,0.0822961140909601,1,1,1
195410,-0.0203152739090064,1,1,0
195411,0.0800330808080808,1,1,1
195412,0.049859423676012204,1,1,1
195501,0.0170489253288866,1,1,1
195502,0.0025740035490033003,1,1,0
195503,-0.005963293434892899,1,1,0
195504,0.0364005330781849,1,1,0
195505,-0.0025255093080435997,0,1,0
195506,0.0811251846478504,0,1,1
195507,0.059353968640832006,0,1,1
195508,-0.0093958333333334,0,1,0
195509,0.0096228462251042,0,1,0
195510,-0.0323140237386457,0,1,0
195511,0.07300343253031,0,1,0
195512,-0.0027758624478136,0,1,0
195601,-0.0385078935795953,0,1,0
195602,0.0327540240377302,0,1,0
195603,0.0673795213939124,0,1,1
195604,-0.0042293729372935,0,1,0
195605,-0.0679046403472509,0,1,0
195606,0.037084292035398,0,1,0
195607,0.0495972482435597,0,1,1
195608,-0.0402310521698048,0,1,0
195609,-0.0478307794850205,0,1,0
195610,0.0026549981624403004,0,0,0
195611,-0.0134613902296328,0,1,0
195612,0.032595629991126904,0,0,1
195701,-0.0443743964716805,0,0,0
195702,-0.0352309183064997,0,0,0
195703,0.017081969486824,0,0,0
195704,0.0343947385324569,0,1,1
195705,0.0343979667686925,0,0,1
195706,-0.004006688804554,0,1,1
195707,0.0087662866793329,0,1,1
195708,-0.0589552755165935,0,0,0
195709,-0.06486117131062931,0,0,0
195710,-0.0350436822253653,0,0,0
195711,0.013315704659847199,0,0,0
195712,-0.0440002556727388,0,0,0
195801,0.0407273568392099,0,0,1
195802,-0.0218985011990407,0,0,1
195803,0.029768772445315,0,0,1
195804,0.0308873119556612,0,0,1
195805,0.0142048342541437,0,0,1
195806,0.0253913453541997,0,1,1
195807,0.0423451149425285,0,1,1
195808,0.0104585876244968,0,0,1
195809,0.046343630017451995,0,0,1
195810,0.0231778898654946,0,0,1
195811,0.020179052211182498,0,0,1
195812,0.0497114837398374,0,0,1
195901,0.0014536587574715,0,0,1
195902,-0.0024304402742693,0,1,0
195903,-0.00179191481682,0,1,0
195904,0.0363223304473305,0,1,0
195905,0.0165602303640677,0,1,0
195906,-0.006253732106339499,0,1,0
195907,0.032223020352317396,0,1,0
195908,-0.0178555032226076,0,1,0
195909,-0.049004250559284,0,1,0
195910,0.0078767580872011,0,1,0
195911,0.0097544622160408,0,0,0
195912,0.023883590711507703,0,0,0
196001,-0.0750893513107362,0,0,0
196002,0.005871012407840301,0,0,0
196003,-0.0166571216440958,0,0,0
196004,-0.0202196753403204,0,0,0
196005,0.0241113772913986,0,0,0
196006,0.0174735536449938,0,0,1
196007,-0.0266882759428437,0,0,0
196008,0.024204752897375798,0,1,1
196009,-0.0624599250936329,0,0,0
196010,-0.0043456651718983,0,0,0
196011,0.038294713429481105,0,0,1
196012,0.0443979564277997,0,1,1
196101,0.0612894166236449,0,1,1
196102,0.0248528704003454,0,1,1
196103,0.0235442728036992,0,1,1
196104,0.0019342734911362998,0,0,1
196105,0.0172311552595315,0,0,1
196106,-0.030787820512820398,0,0,0
196107,0.0309303630363036,0,0,1
196108,0.017630861793489,0,0,1
196109,-0.0215856177464371,0,0,0
196110,0.026406426394924798,0,1,0
196111,0.0372804624502088,0,1,1
196112,0.0010582351841465997,0,1,0
196201,-0.040142278127183496,0,0,0
196202,0.013994610691458301,0,0,0
196203,-0.008127158376214801,0,0,0
196204,-0.0642448058950395,0,0,0
196205,-0.0882318567341097,0,0,0
196206,-0.0841130010062049,0,0,0
196207,0.061128310502283,0,0,0
196208,0.012934217757170002,0,0,1
196209,-0.0505237032025258,0,0,0
196210,0.0021595314258634,0,0,1
196211,0.09919863765038921,0,0,1
196212,0.011100141878145498,0,0,1
196301,0.0467033676703644,0,0,1
196302,-0.0312852970795568,0,1,1
196303,0.0330559690465078,0,1,1
196304,0.0461036878473787,0,1,1
196305,0.0118849808978032,0,1,1
196306,-0.0226894067796608,0,1,1
196307,-0.006109708807842101,0,1,0
196308,0.0459820676021025,0,1,1
196309,-0.013851149425287201,0,1,0
196310,0.0293425732217573,0,1,1
196311,-0.0134724496689636,0,1,0
196312,0.0215102007374025,0,1,0
196401,0.023992819692526597,0,1,1
196402,0.0069233385254412,0,1,0
196403,0.0122170951156812,0,1,0
196404,0.0031858213049716995,0,1,0
196405,0.0085523030455575,0,0,0
196406,0.013524038820455199,0,0,0
196407,0.015356353286816199,0,0,0
196408,-0.0191465296144907,0,0,0
196409,0.025776407389303202,0,0,0
196410,0.0051029282489903,0,1,0
196411,-0.0082183439390368,0,1,0
196412,0.0007090262970861003,0,1,0
196501,0.029981342182890797,0,1,1
196502,-0.0047596962083142,0,1,0
196503,-0.0178009064394374,0,1,0
196504,0.030963625812441997,0,1,1
196505,-0.010984905360415801,0,1,0
196506,-0.051798197994420404,0,1,0
196507,0.010233190679981002,0,1,0
196508,0.0193219941348974,0,0,0
196509,0.0287397575618523,0,0,1
196510,0.0239871535497258,0,0,1
196511,-0.0121726700569862,0,0,1
196512,0.0053009878834188,0,1,1
196601,0.0010435491723464999,0,1,1
196602,-0.0217475236864771,0,1,0
196603,-0.025640391361543398,0,0,0
196604,0.0166587974896334,0,0,0
196605,-0.058006794055201705,0,0,0
196606,-0.0198883954487402,0,0,0
196607,-0.0174529147982063,0,0,0
196608,-0.08188452950558209,0,0,0
196609,-0.0114788910505835,0,0,0
196610,0.0430860762800417,0,1,1
196611,-0.0013161263507897995,0,0,1
196612,-0.0056249430287963,0,1,1
196701,0.074244184405992,0,1,1
196702,-0.0018371781549474998,0,1,1
196703,0.0358600023046787,0,1,1
196704,0.039039467849224005,0,1,1
196705,-0.0554412296564196,0,1,1
196706,0.0145623484508308,0,0,1
196707,0.041835885554574896,0,0,1
196708,-0.0152733729111696,0,1,1
196709,0.029101801224547804,0,1,1
196710,-0.0328559404404919,0,1,0
196711,-0.0028767039403622004,0,1,0
196712,0.0221349290780142,0,1,0
196801,-0.0480144950070833,0,0,0
196802,-0.03537289679098,0,0,0
196803,0.0050918457176963,0,0,0
196804,0.0774457132298597,0,0,1
196805,0.0064525105031253,0,0,1
196806,0.0045203891366031,0,0,1
196807,-0.0229026059449688,0,1,0
196808,0.0072173061182730005,0,1,0
196809,0.034214348573740595,0,1,1
196810,0.002749224862829,0,0,1
196811,0.04342274683299489,0,1,1
196812,-0.046583350250684295,0,0,0
196901,-0.013300760639322,0,1,0
196902,-0.0524740413552082,0,0,0
196903,0.0294274380923265,0,0,0
196904,0.016384050011492998,0,1,1
196905,-0.0072514835889027005,0,1,0
196906,-0.0609437012694115,0,0,0
196907,-0.06601141131920969,0,0,0
196908,0.0342573832081021,0,0,0
196909,-0.030931891075978,0,0,0
196910,0.038410652920962,0,1,1
196911,-0.041306883312765504,0,0,0
196912,-0.025171394307643,0,1,0
197001,-0.0830301995075676,0,1,0
197002,0.046751817219477895,0,1,1
197003,-0.0040724860335195,0,0,1
197004,-0.0959080971772844,0,0,0
197005,-0.0666666339548576,0,0,0
197006,-0.055599325059873604,0,0,0
197007,0.0679198294829483,0,0,1
197008,0.0391170136664531,0,0,1
197009,0.027898037291462202,0,0,1
197010,-0.0163250712504452,0,1,1
197011,0.0430474474474475,0,1,1
197012,0.052707721712538194,0,1,1
197101,0.036777482365707895,0,1,1
197102,0.005990508969545299,0,1,1
197103,0.0339791989664083,0,1,1
197104,0.0330708420562922,0,0,1
197105,-0.0450084415584416,0,0,0
197106,-0.0032557337147445997,0,0,0
197107,-0.045823971915747296,0,0,0
197108,0.031978750784683097,0,0,0
197109,-0.0108759189134605,0,0,0
197110,-0.0455104433597721,0,0,0
197111,-0.006063626233683599,0,0,0
197112,0.08283771411852339,0,1,1
197201,0.015304598883338301,0,1,1
197202,0.022636392790712702,0,1,1
197203,0.0028032740608677996,0,1,1
197204,0.0012926616915423998,0,1,1
197205,0.0142000069657285,0,0,1
197206,-0.0250788391308316,0,0,0
197207,-0.0009832711094517003,0,0,0
197208,0.031103859763479,0,0,1
197209,-0.0087442569088127,0,1,0
197210,0.0053670511080959,0,1,0
197211,0.0416341608412499,0,1,1
197212,0.007603233479043301,0,1,1
197301,-0.021619726810673298,0,1,0
197302,-0.0421569708983308,0,1,0
197303,-0.0065076647564469995,0,1,0
197304,-0.046016523194643597,0,1,0
197305,-0.0241837991960362,0,0,0
197306,-0.0125662259806256,0,0,0
197307,0.031306968156531695,0,1,1
197308,-0.043909531509887204,0,1,0
197309,0.0331875899280575,0,1,1
197310,-0.0073078222509144,0,1,1
197311,-0.1203859289869795,0,0,0
197312,0.010361070584966001,0,0,0
197401,-0.0165211301896463,0,0,0
197402,-0.0095576473024748,0,0,0
197403,-0.0299133167047737,0,0,0
197404,-0.0459925285521741,0,0,0
197405,-0.0404094350939356,0,0,0
197406,-0.021248777879621098,0,0,0
197407,-0.0840823643410852,0,0,0
197408,-0.09774532005211599,0,0,0
197409,-0.126051386001386,0,0,0
197410,0.1568302329241423,0,1,1
197411,-0.0594049729364006,0,1,1
197412,-0.0261098268305463,0,1,1
197501,0.11759546868922599,0,1,1
197502,0.0553023512600675,0,1,1
197503,0.0171188350288025,0,1,1
197504,0.0425898752399231,0,1,1
197505,0.0397424684994273,0,1,1
197506,0.039872545255073895,0,0,1
197507,-0.0727624986868368,0,0,0
197508,-0.0264370892018778,0,0,0
197509,-0.0399954880294658,1,1,0
197510,0.0566763522912445,0,1,0
197511,0.020141329739442798,1,1,1
197512,-0.0160414438111939,1,1,0
197601,0.114247465535721,0,1,1
197602,-0.015468609954392101,0,1,1
197603,0.0265223314278074,0,1,1
197604,-0.015045426680938,0,1,0
197605,-0.018697756788665802,0,1,0
197606,0.0364179992679843,0,1,0
197607,-0.012413569236670498,0,1,0
197608,-0.009407076566125199,0,1,0
197609,0.0184078094127555,0,1,0
197610,-0.0263348916761686,0,1,0
197611,-0.0117328717201167,0,1,0
197612,0.048872551420176304,0,1,1
197701,-0.0543804299274147,0,1,0
197702,-0.0255519626580418,0,1,0
197703,-0.0178585787751284,0,1,0
197704,-0.0035801226038069,0,1,0
197705,-0.027700988757957297,0,0,0
197706,0.041176633374948,0,0,1
197707,-0.0205471337579618,0,1,0
197708,-0.025616982802225498,0,1,0
197709,-0.0073217741379902005,0,1,0
197710,-0.048539528298629,0,1,0
197711,0.021882228719948,0,1,1
197712,-0.0022111330802490003,0,0,1
197801,-0.0668808622502627,0,0,0
197802,-0.0301369047619046,0,0,0
197803,0.0196893995098037,0,0,1
197804,0.0801747664686323,0,0,1
197805,-0.0011074417363763998,0,0,1
197806,-0.023193689153983198,0,1,1
197807,0.0480680998988102,0,1,1
197808,0.0200237187127532,0,1,1
197809,-0.0138027761641978,0,1,1
197810,-0.0982323532280085,0,0,0
197811,0.0094398282340312,0,0,0
197812,0.0073224568813797,0,0,0
197901,0.0319544575659836,1,0,1
197902,-0.0442922345641949,1,0,0
197903,0.047251641046946305,1,0,1
197904,-0.006209940282836299,0,0,1
197905,-0.034344811320754697,0,0,0
197906,0.031105631812676497,1,1,1
197907,0.0010455057817511,0,0,1
197908,0.0451444048421796,0,1,1
197909,-0.00855,0,0,1
197910,-0.0783559275521404,1,0,0
197911,0.032799238852877693,1,0,0
197912,0.006733810600351598,1,0,0
198001,0.0476246062627385,1,0,1
198002,-0.015096484466246101,1,1,1
198003,-0.11446149334271791,1,0,0
198004,0.0301401704378489,1,0,0
198005,0.039420702794242105,1,0,1
198006,0.0210770496224379,1,0,1
198007,0.0583218487394959,1,0,1
198008,-0.0017728767704996004,0,0,1
198009,0.0166091776978808,0,0,1
198010,0.0063377092300335,1,0,1
198011,0.0909353632227192,1,0,1
198012,-0.046782514944492,1,1,0
198101,-0.0582591534079747,0,0,0
198102,0.0009517271323812009,0,0,0
198103,0.024899271222162803,1,1,0
198104,-0.0348642156862744,1,1,0
198105,-0.0152398351027783,1,0,0
198106,-0.0226830247379138,1,1,0
198107,-0.0146685307268247,0,1,0
198108,-0.0750239917506872,0,1,0
198109,-0.0660817452561282,0,0,0
198110,0.0378645406553048,0,1,0
198111,0.0275403683649192,0,1,1
198112,-0.0391168546365914,0,1,0
198201,-0.027777192982455998,0,1,0
198202,-0.0717815060908084,0,1,0
198203,-0.0207337606459788,0,1,0
198204,0.029430957484816,0,1,1
198205,-0.0492368000687049,0,1,0
198206,-0.030681262662376196,0,1,0
198207,-0.0324489363805004,0,1,0
198208,0.1087438820929437,1,1,1
198209,0.0010144255710818999,1,1,1
198210,0.1039387269556552,1,1,1
198211,0.029397952658738895,1,1,1
198212,0.008541410422982499,1,1,1
198301,0.0265842434584758,1,0,1
198302,0.012236849047946599,1,0,1
198303,0.0261363580080148,1,0,1
198304,0.0680798814504879,1,0,1
198305,-0.019171429874711,1,1,1
198306,0.0278988438327486,1,1,1
198307,-0.040580764578748,1,1,0
198308,0.0035355643044620005,1,1,0
198309,0.0026581508515813,1,1,0
198310,-0.022374324080207002,1,0,0
198311,0.010125863650259699,0,0,0
198312,-0.016334134615384598,0,0,0
198401,-0.016632697710139602,0,1,0
198402,-0.0464343109356831,0,0,0
198403,0.005564692898679901,0,0,0
198404,-0.0026094892574443,0,0,0
198405,-0.067548117775695,0,0,0
198406,0.0092442793091995,0,0,0
198407,-0.0248845671758715,0,0,0
198408,0.0976071385902031,0,0,1
198409,-0.0121213882889368,0,1,1
198410,-0.008176871362632837,0,1,1
198411,-0.0222872885182731,0,1,1
198412,0.0156577067286139,0,1,1
198501,0.0676184804273299,0,1,1
198502,0.0017928515095844994,0,1,1
198503,-0.0100251062420662,0,1,1
198504,-0.0112192654710504,0,1,0
198505,0.047817714878867004,0,1,1
198506,0.006342334916029199,0,1,1
198507,-0.0107475371383893,0,1,0
198508,-0.0179445526922269,0,1,0
198509,-0.0406407296471044,0,1,0
198510,0.0365421206795547,0,1,0
198511,0.059028304007305195,0,1,1
198512,0.0391444205371717,0,1,1
198601,-0.0035251388362993997,0,1,1
198602,0.06560594799634831,0,1,1
198603,0.0473272695222987,0,0,1
198604,-0.0191981791544578,0,1,1
198605,0.0451042798913042,0,1,1
198606,0.0089345613503132,0,1,1
198607,-0.0635411590389624,0,1,0
198608,0.0665842805917895,0,1,0
198609,-0.0897803255841537,0,0,0
198610,0.0504127125482737,0,0,0
198611,0.0170188369265242,0,0,0
198612,-0.0328965927025653,0,0,0
198701,0.1272419405789322,0,1,1
198702,0.0322651926444833,0,1,1
198703,0.0217315329580109,0,1,1
198704,-0.016150119986287098,0,1,0
198705,0.0013174573449855004,0,1,0
198706,0.0431895122371595,0,1,1
198707,0.0434820175438597,0,1,1
198708,0.029925557020021303,0,1,1
198709,-0.029499494643218202,0,1,0
198710,-0.2227387593346383,0,0,0
198711,-0.09009056852932991,0,0,0
198712,0.0680531516862064,0,0,0
198801,0.0355905819977336,0,0,0
198802,0.0371007371533046,0,0,1
198803,-0.038093290269583996,0,0,1
198804,0.0044998522538529,0,0,1
198805,-0.0020406057475222004,0,1,1
198806,0.0378726935204962,0,0,1
198807,-0.0110196678854357,0,1,1
198808,-0.0444834362669411,0,0,0
198809,0.0336959416743143,0,1,1
198810,0.019839473539038803,0,1,1
198811,-0.0253575868372943,0,1,1
198812,0.0079626141761054,0,1,1
198901,0.0642231252100437,0,1,1
198902,-0.0360524285362109,0,1,1
198903,0.0134559267465208,0,1,1
198904,0.0428815367789194,0,1,1
198905,0.0281125791241441,0,1,1
198906,-0.0147162891551227,0,1,1
198907,0.0818036710904248,0,1,1
198908,0.0089333102172909,0,1,1
198909,-0.0130026497368047,0,1,1
198910,-0.031542092701322105,0,1,0
198911,0.0101329758686881,0,1,0
198912,0.015058470620538,0,1,0
199001,-0.0751838709677419,0,0,0
199002,0.0020889570925002,0,0,0
199003,0.017671690921691,0,0,0
199004,-0.0333620977231275,0,0,0
199005,0.0855391172914146,0,0,1
199006,-0.0153279717908258,0,1,1
199007,-0.0115731718898385,0,1,0
199008,-0.1005225267911459,0,1,0
199009,-0.057317609126984095,0,1,0
199010,-0.012673251919621,0,1,0
199011,0.054050877192982495,0,1,1
199012,0.0192110907661433,0,1,1
199101,0.0363344426947691,0,0,1
199102,0.0623311327886488,0,1,1
199103,0.0172778495927208,0,1,1
199104,-0.0043618699251994995,0,0,1
199105,0.0340273278273611,0,0,1
199106,-0.0525343378310201,0,0,0
199107,0.0402093598448108,0,0,1
199108,0.0152071304246926,0,0,1
199109,-0.0234937169663404,0,0,0
199110,0.0077016161329687,0,0,0
199111,-0.0477280436222797,0,0,0
199112,0.1081962017838423,0,1,1
199201,-0.023066448488335597,0,1,1
199202,0.0063648132292862996,0,1,1
199203,-0.0251985057749777,0,1,0
199204,0.0247676899353464,0,1,0
199205,-0.0020610284371612,0,1,0
199206,-0.0204088539785723,0,0,0
199207,0.0366987443034252,0,0,1
199208,-0.0266058817173884,0,1,0
199209,0.006680620365674,0,0,0
199210,-0.0002770623902984999,0,0,0
199211,0.0276534417693703,0,0,1
199212,0.0074244677562689005,0,0,1
199301,0.004545970943976499,0,0,1
199302,0.008041946989379802,0,0,1
199303,0.016238946652232203,0,0,1
199304,-0.027808453258647402,0,0,0
199305,0.0202507962470752,0,0,0
199306,-0.0018030966554862002,0,0,0
199307,-0.0078603925746712,0,0,0
199308,0.0319153061983502,0,1,1
199309,-0.0124462529122442,0,1,0
199310,0.016876269075167698,0,1,1
199311,-0.015494006013580301,0,1,0
199312,0.007541166980662,0,1,0
199401,0.030017470611355204,0,1,1
199402,-0.032753390537295,0,1,0
199403,-0.0486631238315422,0,0,0
199404,0.0084639432891404,0,0,0
199405,0.0089693297997381,0,0,0
199406,-0.0302621180258921,0,0,0
199407,0.027859017601908797,0,0,1
199408,0.0339098745226405,0,0,1
199409,-0.0307480021030494,0,0,1
199410,0.0167087835793479,0,0,1
199411,-0.043912937969725896,0,0,0
199412,0.0076324803279772,0,0,0
199501,0.0195193246891808,0,0,1
199502,0.031265813174043006,0,0,1
199503,0.022554243521615003,0,0,1
199504,0.0232519630458083,0,0,1
199505,0.0315867095063239,0,0,1
199506,0.0167202568428947,0,0,1
199507,0.027259377390240203,0,0,1
199508,-0.0048202505070631,0,1,1
199509,0.0356975297216485,0,1,1
199510,-0.0093793809140842,0,1,0
199511,0.0365823445113213,0,1,1
199512,0.013160543964847702,0,1,1
199601,0.0284506762132062,0,1,1
199602,0.0029087442218797,0,1,0
199603,0.0037832227305614006,0,1,0
199604,0.009306448489543,0,0,0
199605,0.0186700534010019,0,0,0
199606,-0.0019849713055954004,0,0,0
199607,-0.0500396946403628,0,0,0
199608,0.014605636508060502,0,0,0
199609,0.049930943342689195,0,0,1
199610,0.021972524649236498,0,0,1
